title,genres,cast,crew,runtime,vote_count,monthFact,actorFact,genFact,budget,revenue,popularity,vote_average,IMDB,rotten,metaC,release_date
2012,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'John Cusack', 1: 'Amanda Peet', 2: 'Chiwetel Ejiofor', 3: 'Thandie Newton', 4: 'Oliver Platt', 5: 'Tom McCarthy', 6: 'Woody Harrelson'}",Roland Emmerich,158,4903,0,1,1,200000000,769653595,45.274225,5.6,0.58,0.4,0.49,2009-10-10
A Christmas Carol,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Gary Oldman', 1: 'Jim Carrey', 2: 'Steve Valentine', 3: 'Daryl Sabara', 4: 'Sage Ryan', 5: 'Amber Gainey Meade', 6: 'Ryan Ochoa'}",Robert Zemeckis,96,1095,0,1,0,200000000,325233863,39.744242,6.6,0.68,0.54,0.55,2009-11-04
Jupiter Ascending,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Mila Kunis', 1: 'Channing Tatum', 2: 'Sean Bean', 3: 'Eddie Redmayne', 4: 'Douglas Booth', 5: 'Tuppence Middleton', 6: 'Gugu Mbatha-Raw'}",Lana Wachowski,124,2768,0,0,1,176000003,183987723,85.36908,5.2,0.53,0.26,0.4,2015-02-04
The Legend of Tarzan,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Alexander Skarsgård', 1: 'Margot Robbie', 2: 'Christoph Waltz', 3: 'Samuel L. Jackson', 4: 'Djimon Hounsou', 5: 'Jim Broadbent', 6: 'Casper Crump'}",David Yates,109,2430,0,1,1,180000000,356743061,42.741719,5.5,0.63,0.36,0.44,2016-06-29
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'William Moseley', 1: 'Anna Popplewell', 2: 'Skandar Keynes', 3: 'Georgie Henley', 4: 'Liam Neeson', 5: 'Tilda Swinton', 6: 'James McAvoy'}",Andrew Adamson,143,2629,0,1,1,180000000,748806957,67.391328,6.7,0.69,0.76,0.75,2005-12-07
X-Men: Apocalypse,"[{""id"": 878, ""name"": ""Science Fiction""}]","{0: 'James McAvoy', 1: 'Michael Fassbender', 2: 'Jennifer Lawrence', 3: 'Nicholas Hoult', 4: 'Oscar Isaac', 5: 'Rose Byrne', 6: 'Evan Peters'}",Bryan Singer,144,4721,1,1,0,178000000,543934787,139.272042,6.4,0.7,0.48,0.52,2016-05-18
The Dark Knight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Christian Bale', 1: 'Heath Ledger', 2: 'Aaron Eckhart', 3: 'Michael Caine', 4: 'Maggie Gyllenhaal', 5: 'Gary Oldman', 6: 'Morgan Freeman'}",Christopher Nolan,152,12002,1,1,1,185000000,1004558444,187.322927,8.2,0.9,0.94,0.82,2008-07-16
Up,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Ed Asner', 1: 'Christopher Plummer', 2: 'Jordan Nagai', 3: 'Bob Peterson', 4: 'Delroy Lindo', 5: 'Jerome Ranft', 6: 'John Ratzenberger'}",Pete Docter,96,6870,1,0,1,175000000,735099082,92.201962,7.7,0.83,0.98,0.88,2009-05-13
Monsters vs Aliens,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Seth Rogen', 1: 'Reese Witherspoon', 2: 'Hugh Laurie', 3: 'Paul Rudd', 4: 'Kiefer Sutherland', 5: 'Rainn Wilson', 6: 'Will Arnett'}",Rob Letterman,94,1423,0,0,1,175000000,381509870,36.167578,6,0.65,0.72,0.56,2009-03-19
Iron Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Robert Downey Jr.', 1: 'Terrence Howard', 2: 'Jeff Bridges', 3: 'Shaun Toub', 4: 'Gwyneth Paltrow', 5: 'Faran Tahir', 6: 'Paul Bettany'}",Jon Favreau,126,8776,0,1,1,140000000,585174222,120.725053,7.4,0.79,0.94,0.79,2008-04-30
Hugo,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Ben Kingsley', 1: 'Sacha Baron Cohen', 2: 'Asa Butterfield', 3: 'Chloë Grace Moretz', 4: 'Ray Winstone', 5: 'Emily Mortimer', 6: 'Christopher Lee'}",Martin Scorsese,126,2141,0,0,1,170000000,185770160,32.319043,7,0.75,0.94,0.83,2011-11-22
Wild Wild West,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]","{0: 'Will Smith', 1: 'Kevin Kline', 2: 'Kenneth Branagh', 3: 'Salma Hayek', 4: 'M. Emmet Walsh', 5: 'Ted Levine', 6: 'Frederique van der Wal'}",Barry Sonnenfeld,106,1020,0,1,1,170000000,222104681,40.748915,5.1,0.48,0.17,0.38,1999-06-29
The Mummy: Tomb of the Dragon Emperor,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Brendan Fraser', 1: 'Jet Li', 2: 'John Hannah', 3: 'Maria Bello', 4: 'Luke Ford', 5: 'Michelle Yeoh', 6: 'Isabella Leong'}",Rob Cohen,112,1387,1,0,1,145000000,401128639,60.034162,5.2,0.52,0.12,0.31,2008-07-01
Suicide Squad,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Will Smith', 1: 'Margot Robbie', 2: 'Joel Kinnaman', 3: 'Viola Davis', 4: 'Jared Leto', 5: 'Jai Courtney', 6: 'Jay Hernandez'}",David Ayer,123,7458,1,1,1,175000000,745000000,90.23792,5.9,0.61,0.26,0.4,2016-08-02
Evan Almighty,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Steve Carell', 1: 'Lauren Graham', 2: 'John Goodman', 3: 'Jimmy Bennett', 4: 'John Michael Higgins', 5: 'Morgan Freeman', 6: 'Wanda Sykes'}",Tom Shadyac,96,1151,0,1,1,175000000,173000000,27.082182,5.3,0.54,0.23,0.37,2007-06-09
Edge of Tomorrow,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Tom Cruise', 1: 'Emily Blunt', 2: 'Brendan Gleeson', 3: 'Bill Paxton', 4: 'Jonas Armstrong', 5: 'Tony Way', 6: 'Kick Gurry'}",Doug Liman,113,4858,1,1,1,178000000,370541256,79.456485,7.6,0.79,0.9,0.71,2014-05-27
Waterworld,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Kevin Costner', 1: 'Chaim Girafi', 2: 'Rick Aviles', 3: 'R. D. Call', 4: 'Zitto Kazann', 5: 'Jeanne Tripplehorn', 6: 'Dennis Hopper'}",Kevin Reynolds,135,992,1,0,1,175000000,264218220,44.640292,5.9,0.61,0.42,0.56,1995-07-28
G.I. Joe: The Rise of Cobra,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Dennis Quaid', 1: 'Channing Tatum', 2: 'Marlon Wayans', 3: 'Sienna Miller', 4: 'Joseph Gordon-Levitt', 5: 'Saïd Taghmaoui', 6: 'Christopher Eccleston'}",Stephen Sommers,118,1962,1,0,1,175000000,302469017,32.852443,5.6,0.58,0.35,0.32,2009-08-04
Inside Out,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Amy Poehler', 1: 'Phyllis Smith', 2: 'Richard Kind', 3: 'Bill Hader', 4: 'Lewis Black', 5: 'Mindy Kaling', 6: 'Kaitlyn Dias'}",Pete Docter,94,6560,0,0,1,175000000,857611174,128.655964,8,0.82,0.98,0.94,2015-06-09
The Jungle Book,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Neel Sethi', 1: 'Bill Murray', 2: 'Ben Kingsley', 3: 'Idris Elba', 4: 'Scarlett Johansson', 5: 'Christopher Walken', 6: ""Lupita Nyong'o""}",Jon Favreau,106,2892,0,1,1,175000000,966550600,94.199316,6.7,0.75,0.95,0.77,2016-04-07
Iron Man 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Robert Downey Jr.', 1: 'Gwyneth Paltrow', 2: 'Don Cheadle', 3: 'Scarlett Johansson', 4: 'Mickey Rourke', 5: 'Sam Rockwell', 6: 'Samuel L. Jackson'}",Jon Favreau,124,6849,0,1,1,200000000,623933331,77.300194,6.6,0.7,0.73,0.57,2010-04-28
Snow White and the Huntsman,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Kristen Stewart', 1: 'Charlize Theron', 2: 'Chris Hemsworth', 3: 'Sam Claflin', 4: 'Ian McShane', 5: 'Ray Winstone', 6: 'Nick Frost'}",Rupert Sanders,127,3118,1,1,1,170000000,396600000,77.178973,5.8,0.61,0.48,0.57,2012-05-30
Maleficent,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Angelina Jolie', 1: 'Elle Fanning', 2: 'Sharlto Copley', 3: 'Sam Riley', 4: 'Juno Temple', 5: 'Imelda Staunton', 6: 'Lesley Manville'}",Robert Stromberg,97,4496,1,1,1,180000000,758539785,110.620647,7,0.7,0.51,0.56,2014-05-28
Dawn of the Planet of the Apes,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Andy Serkis', 1: 'Jason Clarke', 2: 'Gary Oldman', 3: 'Keri Russell', 4: 'Toby Kebbell', 5: 'Kodi Smit-McPhee', 6: 'Kirk Acevedo'}",Matt Reeves,130,4410,0,1,1,170000000,710644566,243.791743,7.3,0.76,0.9,0.79,2014-06-26
The Lovers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Josh Hartnett', 1: 'Simone Kessell', 2: 'Tamsin Egerton', 3: 'Alice Englert', 4: 'Bipasha Basu', 5: 'Abhay Deol', 6: 'Tehmina Sunny'}",Roland Joffé,109,34,0,0,1,27000000,0,2.418535,4.8,0.45,0.08,0.19,2015-02-13
47 Ronin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Keanu Reeves', 1: 'Hiroyuki Sanada', 2: 'Kou Shibasaki', 3: 'Tadanobu Asano', 4: 'Min Tanaka', 5: 'Rinko Kikuchi', 6: 'Jin Akanishi'}",Carl Rinsch,119,1326,0,0,1,175000000,150962475,41.796339,5.9,0.63,0.15,0.28,2013-12-06
Captain America: The Winter Soldier,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Chris Evans', 1: 'Samuel L. Jackson', 2: 'Scarlett Johansson', 3: 'Robert Redford', 4: 'Sebastian Stan', 5: 'Anthony Mackie', 6: 'Cobie Smulders'}",Joe Russo,136,5764,0,1,1,170000000,714766572,72.225265,7.6,0.78,0.89,0.7,2014-03-20
Shrek Forever After,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Mike Myers', 1: 'Eddie Murphy', 2: 'Cameron Diaz', 3: 'Antonio Banderas', 4: 'Julie Andrews', 5: 'Jon Hamm', 6: 'John Cleese'}",Mike Mitchell,93,1959,1,1,1,165000000,752600867,44.041186,6,0.63,0.58,0.58,2010-05-16
Tomorrowland,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Britt Robertson', 1: 'George Clooney', 2: 'Raffey Cassidy', 3: 'Thomas Robinson', 4: 'Hugh Laurie', 5: 'Kathryn Hahn', 6: 'Keegan-Michael Key'}",Brad Bird,130,2846,1,0,1,190000000,209154322,130.311355,6.2,0.65,0.5,0.6,2015-05-19
Big Hero 6,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Scott Adsit', 1: 'Ryan Potter', 2: 'Daniel Henney', 3: 'T.J. Miller', 4: 'Jamie Chung', 5: 'Damon Wayans Jr.', 6: 'Génesis Rodríguez'}",Don Hall,102,6135,0,0,1,165000000,652105443,203.73459,7.8,0.78,0.89,0.74,2014-10-24
Wreck-It Ralph,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'John C. Reilly', 1: 'Sarah Silverman', 2: 'Jack McBrayer', 3: 'Jane Lynch', 4: 'Alan Tudyk', 5: 'Mindy Kaling', 6: 'Joe Lo Truglio'}",Rich Moore,108,4570,0,0,1,165000000,471222889,62.341073,7.1,0.77,0.87,0.72,2012-11-01
The Polar Express,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Tom Hanks', 1: 'Michael Jeter', 2: 'Nona Gaye', 3: 'Peter Scolari', 4: 'Eddie Deezen', 5: 'Leslie Zemeckis', 6: 'Steven Tyler'}",Robert Zemeckis,100,1474,0,1,1,165000000,305875730,47.323228,6.4,0.66,0.55,0.61,2004-11-10
Independence Day: Resurgence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Liam Hemsworth', 1: 'Jeff Goldblum', 2: 'Bill Pullman', 3: 'Maika Monroe', 4: 'Sela Ward', 5: 'William Fichtner', 6: 'Vivica A. Fox'}",Roland Emmerich,120,2491,0,0,1,165000000,389681935,48.775723,4.9,0.52,0.31,0.32,2016-06-22
How to Train Your Dragon,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Jay Baruchel', 1: 'Gerard Butler', 2: 'Craig Ferguson', 3: 'America Ferrera', 4: 'Jonah Hill', 5: 'Christopher Mintz-Plasse', 6: 'T.J. Miller'}",Dean DeBlois,98,4227,0,0,1,165000000,494878759,67.263269,7.5,0.81,0.98,0.74,2010-03-05
Terminator 3: Rise of the Machines,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Arnold Schwarzenegger', 1: 'Nick Stahl', 2: 'Claire Danes', 3: 'Kristanna Loken', 4: 'David Andrews', 5: 'Mark Famiglietti', 6: 'Earl Boen'}",Jonathan Mostow,109,2143,1,0,1,200000000,435000000,69.405188,5.9,0.63,0.7,0.66,2003-07-02
Guardians of the Galaxy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Chris Pratt', 1: 'Zoe Saldana', 2: 'Dave Bautista', 3: 'Vin Diesel', 4: 'Bradley Cooper', 5: 'Lee Pace', 6: 'Michael Rooker'}",James Gunn,121,9742,1,1,1,170000000,773328629,481.098624,7.9,0.81,0.91,0.76,2014-07-30
Interstellar,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Matthew McConaughey', 1: 'Jessica Chastain', 2: 'Anne Hathaway', 3: 'Michael Caine', 4: 'Casey Affleck', 5: 'Mackenzie Foy', 6: 'Timothée Chalamet'}",Christopher Nolan,169,10867,0,1,1,165000000,675120017,724.247784,8.1,0.86,0.71,0.74,2014-11-05
Inception,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Leonardo DiCaprio', 1: 'Joseph Gordon-Levitt', 2: 'Ellen Page', 3: 'Tom Hardy', 4: 'Ken Watanabe', 5: 'Cillian Murphy', 6: 'Marion Cotillard'}",Christopher Nolan,148,13752,1,1,1,160000000,825532764,167.58371,8.1,0.88,0.86,0.74,2010-07-14
Shin Godzilla,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Hiroki Hasegawa', 1: 'Yutaka Takenouchi', 2: 'Satomi Ishihara', 3: 'Kengo Kora', 4: 'Matsuo Satoru', 5: 'Mikako Ichikawa', 6: 'Issei Takahashi'}",Shinji Higuchi,120,143,1,0,1,15000000,77000000,9.476999,6.5,0.67,0.83,0.67,2016-07-29
The Hobbit: An Unexpected Journey,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Ian McKellen', 1: 'Martin Freeman', 2: 'Richard Armitage', 3: 'Andy Serkis', 4: 'Cate Blanchett', 5: 'Christopher Lee', 6: 'Sylvester McCoy'}",Peter Jackson,169,8297,0,1,1,250000000,1021103568,108.849621,7,0.79,0.64,0.58,2012-11-26
The Fast and the Furious,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Paul Walker', 1: 'Vin Diesel', 2: 'Michelle Rodriguez', 3: 'Jordana Brewster', 4: 'Rick Yune', 5: 'Chad Lindberg', 6: 'Johnny Strong'}",Rob Cohen,106,3428,0,1,1,38000000,207283925,6.909942,6.6,0.67,0.53,0.58,2001-06-22
The Curious Case of Benjamin Button,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Cate Blanchett', 1: 'Brad Pitt', 2: 'Tilda Swinton', 3: 'Julia Ormond', 4: 'Elle Fanning', 5: 'Madisen Beaty', 6: 'Jason Flemyng'}",David Fincher,166,3292,0,1,1,150000000,333932083,60.269279,7.3,0.78,0.72,0.7,2008-11-24
X-Men: First Class,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'James McAvoy', 1: 'Michael Fassbender', 2: 'Jennifer Lawrence', 3: 'Kevin Bacon', 4: 'Rose Byrne', 5: 'Nicholas Hoult', 6: 'January Jones'}",Matthew Vaughn,132,5181,1,1,1,160000000,353624124,3.195174,7.1,0.78,0.86,0.65,2011-05-24
The Hunger Games: Mockingjay - Part 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Jennifer Lawrence', 1: 'Josh Hutcherson', 2: 'Liam Hemsworth', 3: 'Woody Harrelson', 4: 'Elizabeth Banks', 5: 'Julianne Moore', 6: 'Philip Seymour Hoffman'}",Francis Lawrence,137,3984,0,1,1,160000000,653428261,127.284427,6.6,0.65,0.7,0.65,2015-11-18
The Sorcerer's Apprentice,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Nicolas Cage', 1: 'Jay Baruchel', 2: 'Monica Bellucci', 3: 'Alfred Molina', 4: 'Teresa Palmer', 5: 'Ethan Peck', 6: 'Alice Krige'}",Jon Turteltaub,109,1470,1,0,1,150000000,215283742,35.580815,5.8,0.61,0.4,0.46,2010-07-13
Poseidon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kurt Russell', 1: 'Richard Dreyfuss', 2: 'Josh Lucas', 3: 'Jacinda Barrett', 4: 'Emmy Rossum', 5: 'Mike Vogel', 6: 'Mía Maestro'}",Wolfgang Petersen,99,583,1,0,1,160000000,181674817,21.133748,5.5,0.56,0.33,0.5,2006-05-12
Alice Through the Looking Glass,"[{""id"": 14, ""name"": ""Fantasy""}]","{0: 'Johnny Depp', 1: 'Mia Wasikowska', 2: 'Anne Hathaway', 3: 'Helena Bonham Carter', 4: 'Alan Rickman', 5: 'Michael Sheen', 6: 'Sacha Baron Cohen'}",James Bobin,113,1725,1,1,0,170000000,299370084,56.268916,6.5,0.62,0.29,0.34,2016-05-25
Shrek the Third,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Mike Myers', 1: 'Eddie Murphy', 2: 'Cameron Diaz', 3: 'Julie Andrews', 4: 'Antonio Banderas', 5: 'John Cleese', 6: 'Rupert Everett'}",Raman Hui,93,2278,1,1,1,160000000,798958165,42.986467,6,0.61,0.41,0.58,2007-05-17
Warcraft,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Paula Patton', 1: 'Travis Fimmel', 2: 'Ben Foster', 3: 'Robert Kazinsky', 4: 'Dominic Cooper', 5: 'Toby Kebbell', 6: 'Ben Schnetzer'}",Duncan Jones,123,2268,1,0,1,160000000,433677183,63.148529,6.3,0.69,0.28,0.32,2016-05-25
Terminator Genisys,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Arnold Schwarzenegger', 1: 'Jason Clarke', 2: 'Emilia Clarke', 3: 'Jai Courtney', 4: 'J.K. Simmons', 5: 'Dayo Okeniyi', 6: 'Matt Smith'}",Alan Taylor,126,3631,0,0,1,155000000,440603537,202.042635,5.8,0.65,0.26,0.38,2015-06-23
The Chronicles of Narnia: The Voyage of the Dawn Treader,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{0: 'Skandar Keynes', 1: 'Georgie Henley', 2: 'Simon Pegg', 3: 'Gary Sweet', 4: 'Arthur Angel', 5: 'Tilda Swinton', 6: 'Tony Nixon'}",Michael Apted,113,1514,1,0,1,155000000,415686217,49.661984,6.2,0.63,0.5,0.53,2010-08-13
Pearl Harbor,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Ben Affleck', 1: 'Josh Hartnett', 2: 'Kate Beckinsale', 3: 'Cuba Gooding Jr.', 4: 'Jon Voight', 5: 'Alec Baldwin', 6: 'Tom Sizemore'}",Michael Bay,183,1791,1,0,0,140000000,449220945,34.20669,6.6,0.61,0.25,0.44,2001-05-21
Transformers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Shia LaBeouf', 1: 'Josh Duhamel', 2: 'Megan Fox', 3: 'Rachael Taylor', 4: 'Tyrese Gibson', 5: 'Jon Voight', 6: 'John Turturro'}",Michael Bay,144,4040,0,1,1,150000000,709709780,25.468493,6.6,0.71,0.57,0.61,2007-06-27
Alexander,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Colin Farrell', 1: 'Angelina Jolie', 2: 'Val Kilmer', 3: 'Jared Leto', 4: 'Jonathan Rhys Meyers', 5: 'Anthony Hopkins', 6: 'Jessie Kamm'}",Oliver Stone,175,927,0,1,1,155000000,167298192,39.019229,5.6,0.56,0.16,0.39,2004-11-21
Harry Potter and the Order of the Phoenix,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'Daniel Radcliffe', 1: 'Rupert Grint', 2: 'Emma Watson', 3: 'Michael Gambon', 4: 'Ralph Fiennes', 5: 'Tom Felton', 6: 'Robbie Coltrane'}",David Yates,138,5494,0,1,1,150000000,938212738,78.144395,7.4,0.75,0.78,0.71,2007-06-28
Harry Potter and the Goblet of Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Daniel Radcliffe', 1: 'Rupert Grint', 2: 'Emma Watson', 3: 'Ralph Fiennes', 4: 'Michael Gambon', 5: 'Alan Rickman', 6: 'Robbie Coltrane'}",Mike Newell,157,5608,0,1,1,150000000,895921036,101.250416,7.5,0.77,0.88,0.81,2005-11-05
Hancock,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Will Smith', 1: 'Charlize Theron', 2: 'Jason Bateman', 3: 'Jae Head', 4: 'Eddie Marsan', 5: 'David Mattey', 6: 'Thomas Lennon'}",Peter Berg,92,2961,1,1,1,150000000,624029371,56.758411,6.2,0.64,0.41,0.49,2008-07-01
